vin,county,zip,model
5YJ3E1EB4LF782937,NEW YORK,10065,['Model X']
5YJ3E1EB4LF712838,NEW YORK,10128,['Model X']
5YJ3E1EB4LF666217,NEW YORK,10024,['Model X']
5YJ3E1EB4LF663138,NEW YORK,10003,['Model X']
5YJ3E1EB4LF636814,NEW YORK,10023,['Model X']
5YJ3E1EB4LF618085,NEW YORK,10025,['Model X']
5YJ3E1EB4KF437549,NEW YORK,10019,['Model X']
5YJ3E1EB4KF210006,NEW YORK,10012,['Model X']
5YJ3E1EB4KF209597,NEW YORK,10024,['Model X']
5YJ3E1EB4KF208854,NEW YORK,10021,['Model X']
5YJ3E1EB4JF134754,NEW YORK,10282,['Model X']
5YJ3E1EB4JF121826,NEW YORK,10025,['Model X']
5YJ3E1EB4JF120675,NEW YORK,10014,['Model X']
5YJ3E1EB4JF085913,NEW YORK,10069,['Model X']
5YJ3E1EB4JF084101,NEW YORK,10024,['Model X']
5YJ3E1EB4JF083496,NEW YORK,10013,['Model X']
5YJ3E1EB4JF054676,NEW YORK,10007,['Model X']
5YJ3E1EB4JF054211,NEW YORK,10014,['Model X']
5YJ3E1EB3PF461655,NEW YORK,10033,['Model X']
5YJ3E1EB3PF392028,NEW YORK,10028,['Model X']
5YJ3E1EB3PF387136,NEW YORK,10005,['Model X']
5YJ3E1EB3PF387086,NEW YORK,10003,['Model X']
5YJ3E1EB3NF319870,NEW YORK,10021,['Model X']
5YJ3E1EB3NF317522,NEW YORK,10003,['Model X']
5YJ3E1EB3NF271139,NEW YORK,10036,['Model X']
5YJ3E1EB3NF256558,NEW YORK,10025,['Model X']
5YJ3E1EB3NF254583,NEW YORK,10021,['Model X']
5YJ3E1EB3NF244491,NEW YORK,10069,['Model X']
5YJ3E1EB3NF237833,NEW YORK,12533,['Model X']
5YJ3E1EB3NF175365,NEW YORK,10025,['Model X']
5YJ3E1EB3NF171140,NEW YORK,10026,['Model X']
5YJ3E1EB3NF125551,NEW YORK,10034,['Model X']
5YJ3E1EB3NF112881,NEW YORK,10013,['Model X']
5YJ3E1EB3NF105512,NEW YORK,10012,['Model X']
5YJ3E1EB3MF988056,NEW YORK,10075,['Model X']
5YJ3E1EB3MF960712,NEW YORK,10044,['Model X']
5YJ3E1EB3MF858973,NEW YORK,10025,['Model X']
5YJ3E1EB3MF852140,NEW YORK,10024,['Model X']
5YJ3E1EB3MF052566,NEW YORK,10007,['Model X']
5YJ3E1EB3MF047450,NEW YORK,10165,['Model X']
5YJ3E1EB3LF793640,NEW YORK,10027,['Model X']
5YJ3E1EB3LF791225,NEW YORK,10013,['Model X']
5YJ3E1EB3LF790933,NEW YORK,10016,['Model X']
5YJ3E1EB3LF720137,NEW YORK,10002,['Model X']
5YJ3E1EB3LF719750,NEW YORK,10282,['Model X']
5YJ3E1EB3LF667990,NEW YORK,10128,['Model X']
5YJ3E1EB3LF666306,NEW YORK,10003,['Model X']
5YJ3E1EB3LF665169,NEW YORK,10025,['Model X']
5YJ3E1EB3LF664765,NEW YORK,10002,['Model X']
5YJ3E1EB3LF664216,NEW YORK,10025,['Model X']
5YJ3E1EB3LF663910,NEW YORK,10024,['Model X']
5YJ3E1EB3LF639722,NEW YORK,10023,['Model X']
5YJ3E1EB3KF535021,NEW YORK,10039,['Model X']
5YJ3E1EB3KF477301,NEW YORK,10021,['Model X']
5YJ3E1EB3KF388649,NEW YORK,10004,['Model X']
5YJ3E1EB3KF205637,NEW YORK,10017,['Model X']
5YJ3E1EB3KF191951,NEW YORK,10021,['Model X']
5YJ3E1EB3JF181595,NEW YORK,10025,['Model X']
5YJ3E1EB3JF170175,NEW YORK,10023,['Model X']
5YJ3E1EB3JF120490,NEW YORK,10025,['Model X']
5YJ3E1EB3JF096420,NEW YORK,13053,['Model X']
5YJ3E1EB3JF083537,NEW YORK,10003,['Model X']
5YJ3E1EB3JF066107,NEW YORK,10007,['Model X']
5YJ3E1EB3JF063143,NEW YORK,10010,['Model X']
5YJ3E1EB3JF054331,NEW YORK,10017,['Model X']
5YJ3E1EB2NF360328,NEW YORK,10022,['Model X']
5YJ3E1EB2NF358515,NEW YORK,10128,['Model X']
5YJ3E1EB2NF345408,NEW YORK,10011,['Model X']
5YJ3E1EB2NF275117,NEW YORK,10016,['Model X']
5YJ3E1EB2NF270385,NEW YORK,10128,['Model X']
5YJ3E1EB2NF251285,NEW YORK,10023,['Model X']
5YJ3E1EB2NF245891,NEW YORK,10024,['Model X']
5YJ3E1EB2NF231215,NEW YORK,10013,['Model X']
5YJ3E1EB2NF180685,NEW YORK,10024,['Model X']
5YJ3E1EB2NF176975,NEW YORK,10024,['Model X']
5YJ3E1EB2NF166561,NEW YORK,10029,['Model X']
5YJ3E1EB2NF106716,NEW YORK,10017,['Model X']
5YJ3E1EB2NF103430,NEW YORK,10011,['Model X']
5YJ3E1EB2MF992230,NEW YORK,14580,['Model X']
5YJ3E1EB2MF984029,NEW YORK,10031,['Model X']
5YJ3E1EB2MF980661,NEW YORK,10038,['Model X']
5YJ3E1EB2MF926955,NEW YORK,10022,['Model X']
5YJ3E1EB2MF915583,NEW YORK,10003,['Model X']
5YJ3E1EB2MF860410,NEW YORK,10018,['Model X']
5YJ3E1EB2MF848113,NEW YORK,10001,['Model X']
5YJ3E1EB2MF056379,NEW YORK,10024,['Model X']
5YJ3E1EB2MF056026,NEW YORK,10075,['Model X']
5YJ3E1EB2MF050078,NEW YORK,10003,['Model X']
5YJ3E1EB2MF037170,NEW YORK,10016,['Model X']
5YJ3E1EB2LF794813,NEW YORK,10023,['Model X']
5YJ3E1EB2LF787408,NEW YORK,10001,['Model X']
5YJ3E1EB2LF784122,NEW YORK,10282,['Model X']
5YJ3E1EB2LF764095,NEW YORK,10023,['Model X']
5YJ3E1EB2LF711431,NEW YORK,10025,['Model X']
5YJ3E1EB2LF711039,NEW YORK,10035,['Model X']
5YJ3E1EB2LF667334,NEW YORK,10021,['Model X']
5YJ3E1EB2LF639551,NEW YORK,10003,['Model X']
5YJ3E1EB2LF616397,NEW YORK,10027,['Model X']
5YJ3E1EB2KF511504,NEW YORK,10027,['Model X']
5YJ3E1EB2KF423410,NEW YORK,10003,['Model X']
5YJ3E1EB2KF391638,NEW YORK,10128,['Model X']
5YJ3E1EB2KF386388,NEW YORK,10019,['Model X']
5YJ3E1EB2JF184763,NEW YORK,10011,['Model X']
5YJ3E1EB2JF170359,NEW YORK,10044,['Model X']
5YJ3E1EB2JF115278,NEW YORK,10024,['Model X']
5YJ3E1EB2JF093184,NEW YORK,10012,['Model X']
5YJ3E1EB2JF054224,NEW YORK,10021,['Model X']
5YJ3E1EB1PF416620,NEW YORK,10028,['Model X']
5YJ3E1EB1PF415838,NEW YORK,10029,['Model X']
5YJ3E1EB1PF387930,NEW YORK,10028,['Model X']
5YJ3E1EB1NF352754,NEW YORK,10002,['Model X']
5YJ3E1EB1NF344380,NEW YORK,10011,['Model X']
5YJ3E1EB1NF327448,NEW YORK,10013,['Model X']
5YJ3E1EB1NF324095,NEW YORK,10010,['Model X']
5YJ3E1EB1NF275156,NEW YORK,10014,['Model X']
5YJ3E1EB1NF259300,NEW YORK,10003,['Model X']
5YJ3E1EB1NF256008,NEW YORK,10013,['Model X']
5YJ3E1EB1NF254582,NEW YORK,10024,['Model X']
5YJ3E1EB1NF240763,NEW YORK,10009,['Model X']
5YJ3E1EB1NF239595,NEW YORK,10023,['Model X']
5YJ3E1EB1NF232758,NEW YORK,10024,['Model X']
5YJ3E1EB1NF184047,NEW YORK,10036,['Model X']
5YJ3E1EB1NF116749,NEW YORK,10069,['Model X']
5YJ3E1EB1NF114175,NEW YORK,10023,['Model X']
5YJ3E1EB1NF111342,NEW YORK,10019,['Model X']
5YJ3E1EB1MF869647,NEW YORK,10010,['Model X']
5YJ3E1EB1MF855165,NEW YORK,10024,['Model X']
5YJ3E1EB1MF849236,NEW YORK,10075,['Model X']
5YJ3E1EB1LF795340,NEW YORK,10069,['Model X']
5YJ3E1EB1LF791000,NEW YORK,10075,['Model X']
5YJ3E1EB1LF783317,NEW YORK,10075,['Model X']
5YJ3E1EB1LF770356,NEW YORK,10044,['Model X']
5YJ3E1EB1LF636821,NEW YORK,10023,['Model X']
5YJ3E1EB1LF627939,NEW YORK,10027,['Model X']
5YJ3E1EB1LF622319,NEW YORK,10002,['Model X']
5YJ3E1EB1LF616696,NEW YORK,10038,['Model X']
5YJ3E1EB1KF433426,NEW YORK,10025,['Model X']
5YJ3E1EB1KF390092,NEW YORK,10025,['Model X']
5YJ3E1EB1KF386544,NEW YORK,10025,['Model X']
5YJ3E1EB1KF385961,NEW YORK,10034,['Model X']
5YJ3E1EB1KF384597,NEW YORK,10001,['Model X']
5YJ3E1EB1KF231282,NEW YORK,10128,['Model X']
5YJ3E1EB1KF195772,NEW YORK,10028,['Model X']
5YJ3E1EB1KF193794,NEW YORK,10002,['Model X']
5YJ3E1EB1JF127437,NEW YORK,10019,['Model X']
5YJ3E1EB1JF108631,NEW YORK,10022,['Model X']
5YJ3E1EB1JF108581,NEW YORK,10013,['Model X']
5YJ3E1EB1JF105809,NEW YORK,10003,['Model X']
5YJ3E1EB1JF103347,NEW YORK,10017,['Model X']
5YJ3E1EB1JF092205,NEW YORK,10025,['Model X']
5YJ3E1EB1JF070513,NEW YORK,10007,['Model X']
5YJ3E1EB0PF468031,NEW YORK,10040,['Model X']
5YJ3E1EB0PF466926,NEW YORK,10011,['Model X']
5YJ3E1EB0PF393671,NEW YORK,10128,['Model X']
5YJ3E1EB0PF387935,NEW YORK,10010,['Model X']
5YJ3E1EB0PF387871,NEW YORK,10022,['Model X']
5YJ3E1EB0PF386820,NEW YORK,10065,['Model X']
5YJ3E1EB0PF386218,NEW YORK,10023,['Model X']
5YJ3E1EB0NF349733,NEW YORK,10023,['Model X']
5YJ3E1EB0NF335475,NEW YORK,10032,['Model X']
5YJ3E1EB0NF328736,NEW YORK,10005,['Model X']
5YJ3E1EB0NF328641,NEW YORK,10022,['Model X']
5YJ3E1EB0NF323911,NEW YORK,10022,['Model X']
5YJ3E1EB0NF236669,NEW YORK,10023,['Model X']
5YJ3E1EB0NF171368,NEW YORK,10030,['Model X']
5YJ3E1EB0NF131470,NEW YORK,10014,['Model X']
5YJ3E1EB0NF125779,NEW YORK,10031,['Model X']
5YJ3E1EB0NF112109,NEW YORK,10024,['Model X']
5YJ3E1EB0NF106438,NEW YORK,11001,['Model X']
5YJ3E1EB0MF979606,NEW YORK,10023,['Model X']
5YJ3E1EB0MF923617,NEW YORK,10027,['Model X']
5YJ3E1EB0MF906705,NEW YORK,10022,['Model X']
5YJ3E1EB0MF903349,NEW YORK,10023,['Model X']
5YJ3E1EB0MF901939,NEW YORK,10027,['Model X']
5YJ3E1EB0MF862981,NEW YORK,10023,['Model X']
5YJ3E1EB0MF861975,NEW YORK,10023,['Model X']
5YJ3E1EB0MF855254,NEW YORK,10024,['Model X']
5YJ3E1EB0MF849227,NEW YORK,10019,['Model X']
5YJ3E1EB0MF048488,NEW YORK,10038,['Model X']
5YJ3E1EB0MF044912,NEW YORK,10017,['Model X']
5YJ3E1EB0MF032484,NEW YORK,10011,['Model X']
5YJ3E1EB0MF019525,NEW YORK,10005,['Model X']
5YJ3E1EB0LF795345,NEW YORK,10025,['Model X']
5YJ3E1EB0LF791179,NEW YORK,10016,['Model X']
5YJ3E1EB0LF783311,NEW YORK,10013,['Model X']
5YJ3E1EB0LF770364,NEW YORK,10028,['Model X']
5YJ3E1EB0LF717518,NEW YORK,10023,['Model X']
5YJ3E1EB0LF665713,NEW YORK,10004,['Model X']
5YJ3E1EB0LF622330,NEW YORK,10002,['Model X']
5YJ3E1EB0LF617385,NEW YORK,10016,['Model X']
5YJ3E1EB0KF440755,NEW YORK,10007,['Model X']
5YJ3E1EB0KF421347,NEW YORK,10028,['Model X']
5YJ3E1EB0KF385997,NEW YORK,10024,['Model X']
5YJ3E1EB0KF198971,NEW YORK,10026,['Model X']
5YJ3E1EB0JF183921,NEW YORK,10028,['Model X']
5YJ3E1EB0JF170862,NEW YORK,10022,['Model X']
5YJ3E1EB0JF117806,NEW YORK,10019,['Model X']
5YJ3E1EB0JF108037,NEW YORK,10024,['Model X']
5YJ3E1EB0JF077100,NEW YORK,10024,['Model X']
5YJ3E1EB0JF072527,NEW YORK,10016,['Model X']
5YJ3E1EB0JF054996,NEW YORK,10002,['Model X']
5YJ3E1EB0JF054254,NEW YORK,10036,['Model X']
5YJ3E1EBXPF393421,NEW YORK,10001,['Model X']
5YJ3E1EBXPF387084,NEW YORK,10006,['Model X']
5YJ3E1EBXNF362098,NEW YORK,10019,['Model X']
5YJ3E1EBXNF266469,NEW YORK,10036,['Model X']
5YJ3E1EBXNF265032,NEW YORK,10022,['Model X']
5YJ3E1EBXNF242530,NEW YORK,10024,['Model X']
5YJ3E1EBXNF200634,NEW YORK,10002,['Model X']
5YJ3E1EBXNF198187,NEW YORK,10023,['Model X']
5YJ3E1EBXNF183723,NEW YORK,10014,['Model X']
5YJ3E1EBXNF119780,NEW YORK,10037,['Model X']
5YJ3E1EBXNF119228,NEW YORK,10023,['Model X']
5YJ3E1EBXMF992573,NEW YORK,10024,['Model X']
5YJ3E1EBXMF992234,NEW YORK,10023,['Model X']
5YJ3E1EBXMF981380,NEW YORK,10128,['Model X']
5YJ3E1EBXMF924953,NEW YORK,10019,['Model X']
5YJ3E1EBXMF848909,NEW YORK,10010,['Model X']
5YJ3E1EBXMF060132,NEW YORK,10019,['Model X']
5YJ3E1EBXMF047848,NEW YORK,10039,['Model X']
5YJ3E1EBXMF047428,NEW YORK,10025,['Model X']
5YJ3E1EBXLF784112,NEW YORK,10024,['Model X']
5YJ3E1EBXLF746573,NEW YORK,10014,['Model X']
5YJ3E1EBXLF741387,NEW YORK,10075,['Model X']
5YJ3E1EBXLF735914,NEW YORK,10011,['Model X']
5YJ3E1EBXLF734911,NEW YORK,10002,['Model X']
5YJ3E1EBXLF734830,NEW YORK,10022,['Model X']
5YJ3E1EBXLF717509,NEW YORK,10002,['Model X']
5YJ3E1EBXLF712083,NEW YORK,10028,['Model X']
5YJ3E1EBXLF668764,NEW YORK,10075,['Model X']
5YJ3E1EBXLF665069,NEW YORK,10002,['Model X']
5YJ3E1EBXLF663869,NEW YORK,10013,['Model X']
5YJ3E1EBXLF663077,NEW YORK,10039,['Model X']
5YJ3E1EBXLF650359,NEW YORK,10014,['Model X']
5YJ3E1EBXLF636607,NEW YORK,10001,['Model X']
5YJ3E1EBXLF636042,NEW YORK,10011,['Model X']
5YJ3E1EBXLF453403,NEW YORK,10001,['Model X']
5YJ3E1EBXKF487498,NEW YORK,10036,['Model X']
5YJ3E1EBXKF418441,NEW YORK,10025,['Model X']
5YJ3E1EBXKF408539,NEW YORK,10012,['Model X']
5YJ3E1EBXKF390592,NEW YORK,10128,['Model X']
5YJ3E1EBXKF389619,NEW YORK,10040,['Model X']
5YJ3E1EBXKF361304,NEW YORK,10011,['Model X']
5YJ3E1EBXJF182470,NEW YORK,10019,['Model X']
5YJ3E1EBXJF135424,NEW YORK,10001,['Model X']
5YJ3E1EBXJF130238,NEW YORK,10026,['Model X']
5YJ3E1EBXJF128750,NEW YORK,10003,['Model X']
5YJ3E1EBXJF097001,NEW YORK,10024,['Model X']
5YJ3E1EBXJF087519,NEW YORK,10027,['Model X']
5YJ3E1EBXJF081736,NEW YORK,10065,['Model X']
5YJ3E1EBXJF071983,NEW YORK,10024,['Model X']
5YJ3E1EBXJF069232,NEW YORK,10025,['Model X']
5YJ3E1EBXJF068937,NEW YORK,10011,['Model X']
5YJ3E1EBXJF068842,NEW YORK,10024,['Model X']
5YJ3E1EBXJF066105,NEW YORK,10023,['Model X']
5YJ3E1EBXJF055265,NEW YORK,10036,['Model X']
5YJ3E1EBXJF054195,NEW YORK,10009,['Model X']
5YJ3E1EA9PF500885,NEW YORK,10039,['Model X']
5YJ3E1EA9PF463224,NEW YORK,10033,['Model X']
5YJ3E1EA9PF429428,NEW YORK,10019,['Model X']
5YJ3E1EA9PF395359,NEW YORK,10030,['Model X']
5YJ3E1EA9PF394731,NEW YORK,10030,['Model X']
5YJ3E1EA9MF981880,NEW YORK,10021,['Model X']
5YJ3E1EA9MF974055,NEW YORK,10027,['Model X']
5YJ3E1EA9MF961273,NEW YORK,10031,['Model X']
5YJ3E1EA9MF915393,NEW YORK,10280,['Model X']
5YJ3E1EA9MF866633,NEW YORK,10029,['Model X']
5YJ3E1EA9MF858807,NEW YORK,10014,['Model X']
5YJ3E1EA9MF857804,NEW YORK,10032,['Model X']
5YJ3E1EA9MF851372,NEW YORK,10001,['Model X']
5YJ3E1EA9MF850979,NEW YORK,10017,['Model X']
5YJ3E1EA9MF087605,NEW YORK,10009,['Model X']
5YJ3E1EA9LF796825,NEW YORK,10065,['Model X']
5YJ3E1EA9LF709621,NEW YORK,10014,['Model X']
5YJ3E1EA9LF597029,NEW YORK,10003,['Model X']
5YJ3E1EA9KF484230,NEW YORK,10006,['Model X']
5YJ3E1EA9KF446514,NEW YORK,10069,['Model X']
5YJ3E1EA9KF417174,NEW YORK,10032,['Model X']
5YJ3E1EA9KF326518,NEW YORK,10013,['Model X']
5YJ3E1EA9JF176165,NEW YORK,10022,['Model X']
5YJ3E1EA9JF060495,NEW YORK,10075,['Model X']
5YJ3E1EA9JF057905,NEW YORK,10013,['Model X']
5YJ3E1EA9JF057256,NEW YORK,10019,['Model X']
5YJ3E1EA9JF005156,NEW YORK,10075,['Model X']
5YJ3E1EA8PF428495,NEW YORK,10016,['Model X']
5YJ3E1EA8PF420204,NEW YORK,10014,['Model X']
5YJ3E1EA8PF405850,NEW YORK,10016,['Model X']
5YJ3E1EA8MF990828,NEW YORK,10031,['Model X']
5YJ3E1EA8MF985502,NEW YORK,10028,['Model X']
5YJ3E1EA8MF964746,NEW YORK,10030,['Model X']
5YJ3E1EA8MF922383,NEW YORK,11024,['Model X']
5YJ3E1EA8MF859317,NEW YORK,10023,['Model X']
5YJ3E1EA8MF053655,NEW YORK,10280,['Model X']
5YJ3E1EA8MF031705,NEW YORK,10001,['Model X']
5YJ3E1EA8LF792197,NEW YORK,10003,['Model X']
5YJ3E1EA8LF784682,NEW YORK,10023,['Model X']
5YJ3E1EA8LF769938,NEW YORK,10012,['Model X']
5YJ3E1EA8LF747292,NEW YORK,10011,['Model X']
5YJ3E1EA8LF742982,NEW YORK,10029,['Model X']
5YJ3E1EA8LF705057,NEW YORK,10022,['Model X']
5YJ3E1EA8LF645359,NEW YORK,10010,['Model X']
5YJ3E1EA8LF495804,NEW YORK,10036,['Model X']
5YJ3E1EA8KF411768,NEW YORK,10031,['Model X']
5YJ3E1EA8KF306471,NEW YORK,10010,['Model X']
5YJ3E1EA8KF304879,NEW YORK,10009,['Model X']
5YJ3E1EA8KF304333,NEW YORK,10033,['Model X']
5YJ3E1EA8KF299439,NEW YORK,10306,['Model X']
5YJ3E1EA8KF298629,NEW YORK,10011,['Model X']
5YJ3E1EA8JF062500,NEW YORK,10075,['Model X']
5YJ3E1EA8JF009585,NEW YORK,10023,['Model X']
5YJ3E1EA7PF478076,NEW YORK,10016,['Model X']
5YJ3E1EA7PF450228,NEW YORK,10002,['Model X']
5YJ3E1EA7PF437611,NEW YORK,10021,['Model X']
5YJ3E1EA7PF409453,NEW YORK,10038,['Model X']
5YJ3E1EA7PF403765,NEW YORK,10025,['Model X']
5YJ3E1EA7MF992005,NEW YORK,10011,['Model X']
5YJ3E1EA7MF968982,NEW YORK,10025,['Model X']
5YJ3E1EA7MF923024,NEW YORK,10016,['Model X']
5YJ3E1EA7MF853671,NEW YORK,10009,['Model X']
5YJ3E1EA7MF095072,NEW YORK,10023,['Model X']
5YJ3E1EA7LF784804,NEW YORK,10027,['Model X']
5YJ3E1EA7LF741063,NEW YORK,10022,['Model X']
5YJ3E1EA7LF736493,NEW YORK,10019,['Model X']
5YJ3E1EA7LF709617,NEW YORK,10026,['Model X']
5YJ3E1EA7LF598521,NEW YORK,10069,['Model X']
5YJ3E1EA7LF495924,NEW YORK,10128,['Model X']
5YJ3E1EA7JF155170,NEW YORK,10033,['Model X']
5YJ3E1EA7JF102338,NEW YORK,10044,['Model X']
5YJ3E1EA7JF028225,NEW YORK,10029,['Model X']
5YJ3E1EA7JF027317,NEW YORK,10002,['Model X']
5YJ3E1EA7JF025888,NEW YORK,10025,['Model X']
5YJ3E1EA7JF022201,NEW YORK,10019,['Model X']
5YJ3E1EA7JF020626,NEW YORK,10009,['Model X']
5YJ3E1EA6PF420802,NEW YORK,10013,['Model X']
5YJ3E1EA6PF409458,NEW YORK,10016,['Model X']
5YJ3E1EA6PF404311,NEW YORK,10025,['Model X']
5YJ3E1EA6NF374465,NEW YORK,10016,['Model X']
5YJ3E1EA6NF356242,NEW YORK,10028,['Model X']
5YJ3E1EA6NF206518,NEW YORK,10128,['Model X']
5YJ3E1EA6MF991377,NEW YORK,10018,['Model X']
5YJ3E1EA6MF922978,NEW YORK,10034,['Model X']
5YJ3E1EA6MF867349,NEW YORK,10031,['Model X']
5YJ3E1EA6MF857565,NEW YORK,10009,['Model X']
5YJ3E1EA6MF857548,NEW YORK,10031,['Model X']
5YJ3E1EA6MF854438,NEW YORK,10023,['Model X']
5YJ3E1EA6MF045408,NEW YORK,10019,['Model X']
5YJ3E1EA6MF042668,NEW YORK,10022,['Model X']
5YJ3E1EA6MF031735,NEW YORK,10036,['Model X']
5YJ3E1EA6LF783868,NEW YORK,10065,['Model X']
5YJ3E1EA6LF745847,NEW YORK,10016,['Model X']
5YJ3E1EA6LF736470,NEW YORK,10025,['Model X']
5YJ3E1EA6LF632528,NEW YORK,10039,['Model X']
5YJ3E1EA6LF590944,NEW YORK,10280,['Model X']
5YJ3E1EA6KF484041,NEW YORK,10027,['Model X']
5YJ3E1EA6KF483696,NEW YORK,10003,['Model X']
5YJ3E1EA6KF426706,NEW YORK,10021,['Model X']
5YJ3E1EA6KF411347,NEW YORK,10032,['Model X']
5YJ3E1EA6KF311359,NEW YORK,10027,['Model X']
5YJ3E1EA6JF070160,NEW YORK,10013,['Model X']
5YJ3E1EA6JF061801,NEW YORK,10021,['Model X']
5YJ3E1EA6JF021928,NEW YORK,10003,['Model X']
5YJ3E1EA5PF487987,NEW YORK,10021,['Model X']
5YJ3E1EA5PF474124,NEW YORK,10026,['Model X']
5YJ3E1EA5PF428499,NEW YORK,10016,['Model X']
5YJ3E1EA5NF106801,NEW YORK,10036,['Model X']
5YJ3E1EA5MF992083,NEW YORK,10023,['Model X']
5YJ3E1EA5MF989832,NEW YORK,10013,['Model X']
5YJ3E1EA5MF977065,NEW YORK,10023,['Model X']
5YJ3E1EA5MF922955,NEW YORK,10027,['Model X']
5YJ3E1EA5MF915293,NEW YORK,10022,['Model X']
5YJ3E1EA5MF850624,NEW YORK,10019,['Model X']
5YJ3E1EA5MF058800,NEW YORK,10023,['Model X']
5YJ3E1EA5MF019009,NEW YORK,10025,['Model X']
5YJ3E1EA5LF796966,NEW YORK,10001,['Model X']
5YJ3E1EA5LF796580,NEW YORK,10011,['Model X']
5YJ3E1EA5LF783487,NEW YORK,10075,['Model X']
5YJ3E1EA5LF745497,NEW YORK,10010,['Model X']
5YJ3E1EA5LF597139,NEW YORK,10026,['Model X']
5YJ3E1EA5KF309246,NEW YORK,10003,['Model X']
5YJ3E1EA5KF304449,NEW YORK,10029,['Model X']
5YJ3E1EA5JF109451,NEW YORK,10023,['Model X']
5YJ3E1EA5JF078461,NEW YORK,10023,['Model X']
5YJ3E1EA5JF040826,NEW YORK,10024,['Model X']
5YJ3E1EA5JF023282,NEW YORK,10002,['Model X']
5YJ3E1EA4PF487317,NEW YORK,10032,['Model X']
5YJ3E1EA4PF487088,NEW YORK,10036,['Model X']
5YJ3E1EA4PF477662,NEW YORK,10019,['Model X']
5YJ3E1EA4PF402752,NEW YORK,10036,['Model X']
5YJ3E1EA4NF321019,NEW YORK,10019,['Model X']
5YJ3E1EA4NF314152,NEW YORK,10026,['Model X']
5YJ3E1EA4MF989627,NEW YORK,10017,['Model X']
5YJ3E1EA4MF861162,NEW YORK,10013,['Model X']
5YJ3E1EA4MF854423,NEW YORK,10027,['Model X']
5YJ3E1EA4MF047240,NEW YORK,10001,['Model X']
5YJ3E1EA4MF022127,NEW YORK,10031,['Model X']
5YJ3E1EA4MF019034,NEW YORK,10012,['Model X']
5YJ3E1EA4LF797591,NEW YORK,10036,['Model X']
5YJ3E1EA4KF484930,NEW YORK,10026,['Model X']
5YJ3E1EA4KF484006,NEW YORK,10035,['Model X']
5YJ3E1EA4KF411234,NEW YORK,10027,['Model X']
5YJ3E1EA4JF077706,NEW YORK,10026,['Model X']
5YJ3E1EA4JF076264,NEW YORK,10036,['Model X']
5YJ3E1EA4JF045113,NEW YORK,10023,['Model X']
5YJ3E1EA4JF040199,NEW YORK,10128,['Model X']
5YJ3E1EA4JF036170,NEW YORK,11040,['Model X']
5YJ3E1EA3PF468290,NEW YORK,10002,['Model X']
5YJ3E1EA3PF437637,NEW YORK,10075,['Model X']
5YJ3E1EA3PF414892,NEW YORK,10011,['Model X']
5YJ3E1EA3PF401981,NEW YORK,10009,['Model X']
5YJ3E1EA3NF340662,NEW YORK,10030,['Model X']
5YJ3E1EA3NF108384,NEW YORK,10022,['Model X']
5YJ3E1EA3MF985665,NEW YORK,10007,['Model X']
5YJ3E1EA3MF963651,NEW YORK,10038,['Model X']
5YJ3E1EA3MF859659,NEW YORK,10011,['Model X']
5YJ3E1EA3MF854641,NEW YORK,10128,['Model X']
5YJ3E1EA3MF031675,NEW YORK,10016,['Model X']
5YJ3E1EA3MF018313,NEW YORK,10023,['Model X']
5YJ3E1EA3LF747099,NEW YORK,10019,['Model X']
5YJ3E1EA3LF745370,NEW YORK,10069,['Model X']
5YJ3E1EA3LF708870,NEW YORK,10040,['Model X']
5YJ3E1EA3LF658293,NEW YORK,10024,['Model X']
5YJ3E1EA3KF398430,NEW YORK,10044,['Model X']
5YJ3E1EA3JF050934,NEW YORK,10033,['Model X']
5YJ3E1EA2PF489891,NEW YORK,10028,['Model X']
5YJ3E1EA2NF302551,NEW YORK,10022,['Model X']
5YJ3E1EA2NF106996,NEW YORK,10065,['Model X']
5YJ3E1EA2MF992493,NEW YORK,10014,['Model X']
5YJ3E1EA2MF990730,NEW YORK,10038,['Model X']
5YJ3E1EA2MF919673,NEW YORK,10025,['Model X']
5YJ3E1EA2MF854095,NEW YORK,10010,['Model X']
5YJ3E1EA2MF838317,NEW YORK,10023,['Model X']
5YJ3E1EA2MF024863,NEW YORK,10014,['Model X']
5YJ3E1EA2LF747160,NEW YORK,10024,['Model X']
5YJ3E1EA2LF737602,NEW YORK,10017,['Model X']
5YJ3E1EA2LF660326,NEW YORK,10022,['Model X']
5YJ3E1EA2KF344925,NEW YORK,10065,['Model X']
5YJ3E1EA2KF313285,NEW YORK,10069,['Model X']
5YJ3E1EA2KF306806,NEW YORK,10004,['Model X']
5YJ3E1EA2KF306403,NEW YORK,10022,['Model X']
5YJ3E1EA2JF152256,NEW YORK,10022,['Model X']
5YJ3E1EA2JF123436,NEW YORK,10031,['Model X']
5YJ3E1EA2JF024051,NEW YORK,10075,['Model X']
5YJ3E1EA1PF485900,NEW YORK,10029,['Model X']
5YJ3E1EA1PF482009,NEW YORK,10002,['Model X']
5YJ3E1EA1PF472645,NEW YORK,10001,['Model X']
5YJ3E1EA1NF340398,NEW YORK,10016,['Model X']
5YJ3E1EA1NF314223,NEW YORK,10011,['Model X']
5YJ3E1EA1NF113972,NEW YORK,10031,['Model X']
5YJ3E1EA1NF113017,NEW YORK,10025,['Model X']
5YJ3E1EA1MF964751,NEW YORK,10040,['Model X']
5YJ3E1EA1MF854895,NEW YORK,10002,['Model X']
